"id","SEX","AGE","PREFECTURE","JOB","一人暮らし","配偶者","家族","朝食の頻度","日食の頻度","外朝食の頻度","外日食の頻度","内朝食の頻度","内日食の頻度","作朝食の頻度","作日食の頻度","料理人","購入人"
11539,1,61,1,0,0,1,0,8,8,2.75,2.75,8,6.5,8,5.75,"配偶者","配偶者"
11540,2,55,13,0,0,1,1,8,8,2,2,8,8,6.5,6.5,"自分","自分"
11541,1,51,9,0,0,1,0,8,8,5.25,5.25,8,4.25,1,NA,NA,NA
11542,2,64,17,0,1,0,0,8,8,2,2,8,8,8,8,"自分","自分"
11543,1,23,33,1,1,0,0,8,8,2.75,2.75,8,8,2,3,"自分","自分"
11544,1,41,10,0,0,1,0,2.5,7.25,3,3,NA,1,NA,NA,NA,NA
11545,2,36,38,0,0,1,1,6,5.5,3,3,5,4,5,3.75,"自分","自分"
11546,2,46,27,0,0,0,1,1,5,2.5,2.5,NA,5,NA,4.5,"家族","家族"
11547,1,38,14,0,1,0,0,6.5,6.5,5.5,5.5,6,4.75,7,5.25,"自分","自分"
11548,2,63,43,0,0,1,1,8,8,2.75,2.75,8,8,5,8,"自分","自分"
11549,2,59,14,0,0,1,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
11550,1,61,6,0,1,0,0,8,8,1,1,8,8,1,4.25,"自分","自分"
11551,1,58,15,0,0,1,0,8,8,2,2,8,8,2,2,"配偶者","配偶者"
11552,2,53,47,0,0,0,1,6,8,3,3,6,6.25,6.5,6,"自分","自分"
11553,2,33,47,0,0,1,1,8,8,2.5,2.5,8,8,6.5,6.5,"自分","自分"
11554,1,46,43,0,0,1,1,6.5,6.5,2.5,2.5,4.5,4.25,2.5,2,"配偶者","配偶者"
11555,1,56,13,0,0,1,1,1,3.75,NA,NA,NA,NA,NA,NA,NA,NA
11556,1,54,5,0,0,1,1,6,6,2.5,2.5,1,1.75,NA,NA,"配偶者","配偶者"
11557,1,40,14,0,0,1,1,6.5,6.5,2.25,2.25,3.5,5.5,2,3,"配偶者","配偶者"
11558,2,54,13,0,0,0,1,1,4.5,NA,NA,NA,NA,NA,NA,"自分","自分"
11559,2,54,13,0,0,1,0,6.5,3.75,NA,NA,6.5,NA,6.5,NA,"自分","自分"
11560,2,24,23,0,1,0,0,6,5.75,4.25,4.25,6.5,5.5,6.5,5.5,"自分","自分"
11561,2,47,13,0,1,0,0,1,5.75,1,1,NA,4,NA,1,NA,NA
11562,1,34,31,0,0,1,1,8,8,2.25,2.25,8,6.75,1,1,NA,NA
11563,2,45,14,0,0,1,1,8,8,1.5,1.5,8,8,8,8,"自分","自分"
11564,1,31,14,0,0,0,1,6.5,6.5,3.75,3.75,2.5,4.75,2,2,"家族","家族"
11565,1,57,1,0,0,0,1,8,8,2,2,8,8,2,2,"家族","家族"
11566,2,30,13,0,0,1,0,8,8,2.25,2.25,8,6.75,5.5,6.5,"自分","自分"
11567,2,54,24,0,0,1,0,8,8,1.75,1.75,8,8,2,8,"自分","自分"
11568,2,43,4,0,0,0,1,8,7.5,1,1,7,6.5,7,7,"自分","自分"
11569,2,33,27,0,0,0,1,8,8,2.5,2.5,8,6,2,2,"家族","家族"
11570,1,43,27,0,1,0,0,1,8,8,8,NA,8,NA,8,"自分","自分"
11571,1,44,12,0,0,0,1,8,8,2,2,8,8,1,1,NA,NA
11572,1,25,11,0,0,0,1,8,8,4.25,4.25,7,3.75,4.5,NA,"家族","家族"
11573,2,38,24,0,0,1,0,8,8,3.25,3.25,8,3.5,6.5,5,"自分","自分"
11574,1,33,42,0,0,0,1,8,8,8,8,8,8,6,6,"自分","自分"
11575,2,39,38,0,0,0,1,1,7,5,5,NA,7.75,NA,6.25,"自分","自分"
11576,1,54,14,0,0,1,0,6.5,6.5,5,5,6.5,6.5,6.5,6.5,"配偶者","配偶者"
11577,1,48,13,0,0,0,1,4.5,6.5,1.5,1.5,NA,4.75,NA,NA,NA,NA
11578,2,24,26,0,0,0,1,8,8,8,8,8,8,8,8,"家族","家族"
11579,2,46,13,0,0,1,1,8,8,2,2,8,6.5,4.5,5.75,"自分","自分"
11580,2,35,13,0,0,0,1,8,8,2.25,2.25,8,6.5,2,3.25,"家族","家族"
11581,1,37,14,0,0,1,1,8,8,3,3,6,4.75,6,3,"配偶者","配偶者"
11582,2,44,35,0,0,1,0,8,8,2,2,8,7.5,8,6.75,"自分","自分"
11583,2,47,11,0,0,0,1,1,6,3.5,3.5,NA,3.5,NA,NA,"自分","自分"
11584,1,24,11,0,0,0,1,8,8,6.5,6.5,8,5.75,1,NA,NA,NA
11585,1,60,26,0,0,1,1,6.5,6.5,5.25,5.25,6.5,6.5,1,1,NA,NA
11586,2,25,13,0,0,0,1,6.5,6.5,4.5,4.5,6.5,4.5,6.5,4.25,"自分","自分"
11587,1,63,27,0,0,1,1,8,8,2.75,2.75,8,4.25,5,1.75,"配偶者","配偶者"
11588,2,50,15,0,1,0,0,8,8,1,1,8,8,2,4.5,"自分","自分"
11589,2,35,17,0,0,1,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
11590,1,57,28,0,0,1,1,7,8,3,3,7,7,1,1,NA,NA
11591,2,53,1,0,1,0,0,6.5,6.5,1.5,1.5,6.5,6.5,6.5,6.5,"自分","自分"
11592,2,43,13,0,0,0,1,6.5,6.75,4.25,4.25,6.5,5,8,6,"家族","家族"
11593,2,47,13,0,1,0,0,8,8,8,8,8,8,8,8,"自分","自分"
11594,2,46,14,0,0,1,1,8,8,1.25,1.25,8,8,8,8,"配偶者","配偶者"
11595,2,46,22,0,0,0,1,1,6.5,1,1,NA,6.5,NA,6.5,"自分","自分"
11596,2,57,33,0,0,1,1,8,7.75,2,2,8,7.5,8,7.5,"自分","自分"
11597,1,55,14,0,0,1,0,6.5,6.5,1.25,1.25,6.5,6.5,6.5,6.5,"配偶者","配偶者"
11598,2,40,23,0,0,1,1,8,8,1.75,1.75,8,6,8,4.25,"自分","自分"
11599,1,28,29,0,0,0,1,1,3.75,NA,NA,NA,NA,NA,NA,"家族","家族"
11600,2,44,45,0,0,1,0,8,8,1.5,1.5,6.5,6.25,8,5.75,"自分","自分"
11601,2,54,11,0,0,1,1,7,6.25,6.5,6.5,7,6.75,6.5,6.75,"配偶者","配偶者"
11602,2,60,34,0,0,1,1,8,6.75,1.75,1.75,8,6,6,6,"自分","自分"
11603,1,58,13,0,0,0,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
11604,1,57,29,0,0,1,1,5.5,6.25,3.5,3.5,5.5,4.75,3,NA,"配偶者","配偶者"
11605,1,49,11,0,0,0,1,5,5.5,5,5,5,5.75,5,5.75,"家族","家族"
11606,1,52,14,0,0,1,1,8,8,3,3,8,8,2,2,"配偶者","配偶者"
11607,1,39,28,0,0,1,1,8,8,2,2,8,6.5,3,3.25,"配偶者","配偶者"
11608,1,52,28,0,0,1,1,6.5,6.5,2,2,6.5,6.5,2,2,"配偶者","配偶者"
11609,2,44,2,0,0,1,0,7.5,8,2.5,2.5,7.5,8,2,4.75,"自分","自分"
11610,1,58,28,0,0,0,1,5.5,6,1.5,1.5,5,6.5,1,4,"家族","家族"
11611,1,60,13,0,0,1,1,8,8,8,8,8,8,8,8,"配偶者","配偶者"
11612,2,46,13,0,0,1,0,8,8,2,2,6.5,6.5,6.5,6.5,"自分","自分"
11613,2,58,27,0,0,1,1,6,6,1.5,1.5,6,4.25,6,NA,"自分","自分"
11614,2,51,13,0,0,0,1,8,8,2,2,8,6.5,8,8,"自分","自分"
11615,1,54,23,0,0,1,0,6.5,6.5,2.25,2.25,6.5,6.5,6,6.5,"自分","自分"
11616,2,50,27,0,0,1,1,8,8,2,2,8,5.5,1,4.5,"自分","自分"
11617,2,39,5,0,0,0,1,8,8,3.75,3.75,8,3.75,5,4,"家族","家族"
11618,1,57,42,0,0,1,1,6.5,6.5,2.75,2.75,6.5,4.25,1,NA,NA,NA
11619,1,55,13,0,1,0,0,1,8,3.5,3.5,NA,5,NA,4.75,"自分","自分"
11620,1,61,27,0,0,1,0,6.5,6.5,3.5,3.5,6.5,4.75,1,NA,NA,NA
11621,1,39,27,0,0,0,1,6.5,6.5,5.25,5.25,6.5,4.25,5,2.75,"家族","家族"
11622,1,47,12,0,1,0,0,4.5,5.5,5,5,6.5,6,6,5.5,"自分","自分"
11623,1,46,14,0,0,1,1,6,6.75,3,3,5,4.25,1,NA,NA,NA
11624,2,51,14,0,1,0,0,1,8,1,1,NA,8,NA,8,"自分","自分"
11625,1,49,4,0,0,1,0,1,4.75,NA,NA,NA,NA,NA,NA,"自分","自分"
11626,2,62,13,0,0,1,1,6.5,6.5,1.5,1.5,6.5,6.5,6.5,6.25,"自分","自分"
11627,2,33,13,0,0,0,1,8,8,3,3,8,8,2,5.5,"自分","自分"
11628,2,25,11,0,0,0,1,8,6.25,3,3,8,1,8,NA,NA,NA
11629,1,47,30,0,1,0,0,6.5,6.5,1.75,1.75,6.5,4.5,1,NA,NA,NA
11630,1,40,33,0,0,1,0,6.5,6.5,4,4,6.5,4.5,6.5,4.5,"自分","自分"
11631,2,54,29,0,0,1,1,8,8,1.5,1.5,8,7,8,8,"自分","自分"
11632,2,64,30,0,1,0,0,8,8,3,3,8,8,8,8,"自分","自分"
11633,1,50,12,0,0,1,1,8,8,3,3,3,3,7.5,8,"配偶者","配偶者"
11634,2,52,28,0,0,1,0,3.5,4.25,NA,NA,NA,NA,NA,NA,"自分","自分"
11635,2,50,13,0,0,1,1,7.5,7.75,6.5,6.5,6.5,6.75,7,7,"自分","自分"
11636,2,29,14,0,0,0,1,2,6.75,6.75,6.75,NA,6.5,NA,1,NA,NA
11637,2,31,43,0,0,1,1,8,8,1,1,8,8,8,8,"自分","自分"
11638,1,63,27,0,1,0,0,6.5,6.5,5.5,5.5,6.5,5.25,5.5,5.5,"自分","自分"
11639,1,52,34,0,0,1,1,6.5,6.5,2.75,2.75,6.5,5,6.5,5,"配偶者","配偶者"
11640,1,23,13,0,1,0,0,6,6.5,2,2,6,5,5,4.5,"自分","自分"
11641,1,43,3,0,0,0,1,8,7.5,2,2,7.5,6,8,7.5,"自分","自分"
11642,1,63,35,0,0,1,1,6.5,6.5,2.75,2.75,6.5,5,2,2,"配偶者","配偶者"
11643,1,28,13,0,1,0,0,1,5.25,NA,NA,NA,NA,NA,NA,"自分","自分"
11644,2,46,25,0,0,1,1,6.5,6.5,2.25,2.25,6.5,6.5,6.5,6.5,"自分","自分"
11645,1,54,8,0,1,0,0,8,8,1.5,1.5,8,8,8,8,"自分","自分"
11646,2,52,3,0,0,1,1,6.5,6.5,1.5,1.5,6.5,4,6.5,NA,"自分","自分"
11647,1,24,22,0,1,0,0,6.5,6.5,2,2,6.5,6,3,3.25,"自分","自分"
11648,2,63,11,0,1,0,0,8,4.5,NA,NA,8,NA,2,NA,NA,NA
11649,2,44,16,0,0,0,1,5,5,2.75,2.75,5,4.5,2,2.5,"家族","家族"
11650,2,24,21,0,0,0,1,8,8,3.25,3.25,6.5,5,2,2.25,"家族","家族"
11651,1,54,13,0,0,1,1,6.5,6.5,2.5,2.5,6.5,6.5,2,2,"配偶者","配偶者"
11652,2,45,47,0,0,1,0,8,8,2.75,2.75,8,8,8,8,"自分","自分"
11653,1,60,20,0,0,1,0,8,8,2,2,6,4,3.5,3.5,"配偶者","配偶者"
11654,2,63,27,0,0,1,0,8,8,2.75,2.75,8,8,8,8,"自分","自分"
11655,1,43,1,0,1,0,0,8,8,2,2,8,8,8,8,"自分","自分"
11656,2,39,13,0,0,1,1,6.5,6.5,2,2,6.5,6.5,6.5,6.5,"自分","自分"
11657,1,38,13,0,0,0,1,8,8,2.25,2.25,8,8,5,2.5,"家族","家族"
11658,1,44,4,0,1,0,0,8,8,2,2,8,8,8,8,"自分","自分"
11659,1,55,13,0,1,0,0,8,8,8,8,1,2.25,NA,NA,NA,NA
11660,1,39,12,0,0,0,1,1,5.25,3,3,NA,3.75,NA,NA,"家族","家族"
11661,1,51,38,0,0,1,1,6.5,6.5,2.25,2.25,4,3.75,6.5,6.5,"配偶者","配偶者"
11662,1,24,27,0,0,0,1,8,8,2,2,8,8,2,2,"自分","自分"
11663,1,35,13,0,1,0,0,8,8,2,2,8,8,2,2.75,"自分","自分"
11664,1,23,12,0,0,0,1,6.5,6.5,2.25,2.25,6.5,6.5,1,1,NA,NA
11665,1,37,11,0,0,1,1,8,8,1.5,1.5,8,8,5,6.25,"自分","自分"
11666,2,49,12,0,0,1,1,8,8,3.5,3.5,8,8,8,8,"自分","自分"
11667,1,42,11,0,0,0,1,1,8,2.25,2.25,NA,6.5,NA,1,NA,NA
11668,2,24,40,0,1,0,0,4.5,6.5,1,1,1,1,NA,NA,NA,NA
11669,2,48,13,0,0,1,0,1,7.25,2.75,2.75,NA,6,NA,6,"自分","自分"
11670,1,60,27,0,0,1,1,6.5,5.25,2.75,2.75,6.5,5,2.5,2.5,"配偶者","配偶者"
11671,2,51,27,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
11672,1,43,37,0,0,0,1,8,8,7.75,7.75,7.5,6.75,6,5.5,"自分","自分"
11673,2,49,13,0,0,1,1,4.5,6.5,4.75,4.75,NA,2.75,NA,NA,"自分","自分"
11674,2,44,14,0,0,1,0,8,8,2,2,8,8,8,8,"自分","自分"
11675,2,34,14,0,0,1,1,8,6.25,NA,NA,8,NA,8,NA,"自分","自分"
11676,1,46,1,0,1,0,0,8,8,2,2,8,8,8,6.75,"自分","自分"
11677,2,40,15,0,0,1,1,8,8,1.5,1.5,8,8,8,7.5,"自分","自分"
11678,2,57,12,0,0,1,1,8,8,1.25,1.25,8,8,2,6.5,"自分","自分"
11679,2,59,14,0,0,1,0,1,8,2.25,2.25,NA,8,NA,8,"自分","自分"
11680,1,43,13,0,1,0,0,6,7,6.75,6.75,5,4.25,3,NA,"自分","自分"
11681,2,43,33,0,0,1,1,6.5,6.5,2.25,2.25,8,8,6.5,6.5,"自分","自分"
11682,2,62,14,0,0,1,1,6.5,6.75,2,2,3,3.75,NA,NA,"自分","自分"
11683,1,31,13,0,0,1,1,6.5,6.5,2,2,3,4,NA,NA,"配偶者","配偶者"
11684,1,50,33,0,0,1,1,8,8,2.25,2.25,6.5,6.25,6,5.75,"配偶者","配偶者"
11685,1,53,27,0,1,0,0,1.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA
11686,1,23,23,0,0,0,1,4.5,6.25,3,3,5,5.5,2,2,"家族","家族"
11687,2,43,45,0,1,0,0,8,8,1,1,8,4.5,1,1,NA,NA
11688,1,35,32,0,0,0,1,8,8,1,1,8,8,5,6.5,"自分","自分"
11689,2,49,13,0,0,1,0,4.5,7.25,1,1,8,8,8,8,"自分","自分"
11690,1,60,16,0,0,1,1,6.5,6.5,3,3,8,8,6.5,6.5,"配偶者","配偶者"
11691,1,36,13,0,0,0,1,6.5,6.5,2,2,6.5,4.75,6.5,NA,"自分","自分"
11692,2,36,11,0,0,1,0,6.5,6.5,2.5,2.5,6.5,5.25,6.5,6,"自分","自分"
11693,2,46,20,0,0,1,0,6.5,6,1.75,1.75,6.5,5.75,6.5,4.75,"自分","自分"
11694,2,43,13,0,0,1,0,8,6.25,NA,NA,8,NA,8,NA,"自分","自分"
11695,1,27,1,0,1,0,0,8,8,1.5,1.5,8,6.25,1,NA,NA,NA
11696,2,60,29,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
11697,2,38,14,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
11698,1,23,33,0,0,0,1,8,8,2,2,8,8,2,2,"家族","家族"
11699,2,27,11,0,0,1,1,8,8,2,2,8,8,2,2,"自分","自分"
11700,1,52,13,0,0,1,1,8,8,4.5,4.5,4.5,3.25,NA,NA,"配偶者","配偶者"
11701,2,21,13,1,1,0,0,8,8,4.25,4.25,8,8,8,8,"自分","自分"
11702,1,37,8,0,0,1,1,3,8,4.5,4.5,NA,6,NA,3.5,"配偶者","配偶者"
11703,2,24,12,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11704,2,34,27,0,0,0,1,1,8,1,1,NA,8,NA,8,"家族","家族"
11705,2,27,1,0,0,0,1,5.5,6,3,3,5.5,8,1,3.75,"家族","家族"
11706,2,37,14,0,0,1,1,8,8,2.25,2.25,6,5.5,6,6,"自分","自分"
11707,2,35,44,0,0,0,1,6,6,2.75,2.75,6,4.5,1,1,NA,NA
11708,1,45,33,0,0,1,1,6.5,6.5,3.75,3.75,6.5,5,2,2,"家族","家族"
11709,2,41,13,0,0,0,0,8,8,2.5,2.5,3,4,NA,NA,"自分","自分"
11710,1,40,23,0,1,0,0,4.5,4.25,NA,NA,NA,NA,NA,NA,"自分","自分"
11711,2,30,23,0,0,1,1,8,8,2.5,2.5,6,4,6,5.5,"自分","自分"
11712,2,54,11,0,0,1,1,1,7.5,1,1,NA,4.5,NA,1.75,NA,NA
11713,2,60,13,0,0,1,1,8,8,3,3,8,8,8,8,"自分","自分"
11714,2,35,28,0,0,0,1,1,8,2,2,NA,7.5,NA,8,"自分","自分"
11715,2,53,2,0,0,1,0,6.5,6.5,3,3,6.5,6.5,1,4.75,"自分","自分"
11716,1,35,9,0,0,1,0,7.5,7.25,2,2,7.5,7,7.5,7.75,"配偶者","配偶者"
11717,2,42,31,0,1,0,0,6.5,6.25,2,2,6.5,5,6.5,6.5,"自分","自分"
11718,2,51,23,0,0,0,1,8,8,2.5,2.5,8,8,8,8,"家族","家族"
11719,2,56,21,0,0,1,1,8,8,1.75,1.75,8,8,8,7.75,"自分","自分"
11720,2,48,27,0,0,0,1,6,6.5,3,3,6.5,6.5,6,6,"家族","家族"
11721,1,51,8,0,0,1,1,4,7.5,3,3,NA,6.25,NA,NA,NA,NA
11722,1,41,29,0,0,1,0,8,8,2,2,8,7,2,2,"配偶者","配偶者"
11723,2,24,27,0,1,0,0,8,8,3,3,8,8,2,2,"自分","自分"
11724,1,30,40,0,1,0,0,6.5,6.5,3,3,6.5,4,5.5,4,"自分","自分"
11725,1,48,11,0,0,1,0,8,8,2.5,2.5,6.5,5.75,3,3,"配偶者","配偶者"
11726,1,58,13,0,1,0,0,6,3.5,NA,NA,5,NA,4,NA,"自分","自分"
11727,1,45,8,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11728,2,57,27,0,1,0,0,4.5,5.25,1,1,NA,3.75,NA,NA,"自分","自分"
11729,1,62,1,0,0,1,1,8,8,4.5,4.5,8,5.5,3,2.25,"配偶者","配偶者"
11730,2,31,28,0,0,1,1,6.5,5.75,3,3,2.5,2.5,4.5,NA,"自分","自分"
11731,1,25,17,0,0,0,1,6.5,6.5,1.75,1.75,6.5,4.75,1,NA,NA,NA
11732,1,43,1,0,1,0,0,4.5,6.5,4,4,NA,6.25,NA,6.25,"自分","自分"
11733,1,50,8,0,0,1,0,2.5,7,2.25,2.25,NA,2.75,NA,2,"配偶者","配偶者"
11734,1,57,1,0,0,1,1,8,8,2.5,2.5,8,8,1.5,2,"配偶者","配偶者"
11735,1,48,13,0,1,0,0,6.5,6.5,2.5,2.5,6.5,6,2,5,"自分","自分"
11736,1,60,13,0,0,1,0,3.5,6.5,2.75,2.75,3.5,6.5,1.5,4.25,"配偶者","配偶者"
11737,2,46,40,0,0,0,1,1,8,1.75,1.75,NA,8,NA,4,"自分","自分"
11738,1,61,27,0,0,1,1,6.5,6.5,4.5,4.5,6,4,6,NA,"配偶者","配偶者"
11739,1,25,24,0,0,0,1,8,8,2,2,8,8,2,2,"家族","家族"
11740,1,36,8,0,0,1,1,8,8,2,2,4,3,6,6,"配偶者","配偶者"
11741,2,45,27,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
11742,2,41,12,0,0,1,1,8,8,8,8,8,8,8,8,"自分","自分"
11743,2,29,13,0,0,1,0,2,6,3.25,3.25,NA,4.25,NA,NA,"自分","自分"
11744,2,59,40,0,0,1,1,8,8,2.75,2.75,8,8,8,8,"自分","自分"
11745,2,52,5,0,0,1,0,6,5.5,NA,NA,8,NA,8,NA,"自分","自分"
11746,2,41,4,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
11747,2,22,12,0,0,0,1,1,8,2,2,NA,8,NA,1.75,NA,NA
11748,2,31,19,0,0,1,1,8,8,8,8,8,8,8,8,"自分","自分"
11749,1,24,11,0,1,0,0,1,4.5,NA,NA,NA,NA,NA,NA,"自分","自分"
11750,2,50,11,0,0,1,0,3.5,8,5,5,3,8,4,8,"自分","自分"
11751,1,52,13,0,0,1,1,8,7.75,3,3,8,7.5,8,6.5,"自分","自分"
11752,1,35,13,0,1,0,0,6.5,6.5,4.25,4.25,6.5,4.25,1,2.75,"自分","自分"
11753,2,38,34,0,0,1,1,8,7.75,3.5,3.5,8,6,8,7,"自分","自分"
11754,1,32,23,0,0,1,1,8,7.5,2.5,2.5,6,4.75,3,3.75,"配偶者","配偶者"
11755,1,45,12,0,0,1,0,4.5,6.25,2.25,2.25,NA,4.5,NA,NA,"配偶者","配偶者"
11756,1,38,20,0,0,1,1,8,8,2.25,2.25,8,6.5,3,3,"家族","家族"
11757,1,22,1,0,1,0,0,8,8,2.75,2.75,8,8,8,8,"自分","自分"
11758,2,49,23,0,1,0,0,5.5,6,2,2,5.5,4.75,4.5,3.25,"自分","自分"
11759,1,47,2,0,0,0,1,8,8,3,3,8,6.75,1,1,NA,NA
11760,1,30,23,0,0,0,1,6.5,6,2.5,2.5,6.5,5,2,2,"家族","家族"
11761,2,48,30,0,0,1,1,6.5,6.5,3.25,3.25,8,5.75,6.5,5,"自分","自分"
11762,1,41,11,0,1,0,0,8,8,2.75,2.75,7.5,7.5,7,8,"自分","自分"
11763,1,48,11,0,1,0,0,8,8,2.5,2.5,3,4.25,5.5,5.5,"自分","自分"
11764,1,52,15,0,0,0,1,6.5,6.5,2,2,6.5,6.5,2,4.25,"自分","自分"
11765,2,43,11,0,0,0,1,1,5.75,NA,NA,NA,NA,NA,NA,"自分","自分"
11766,2,62,6,0,0,1,0,8,8,2.25,2.25,8,8,8,8,"自分","自分"
11767,1,46,14,0,0,1,1,1,6,6.5,6.5,NA,1,NA,NA,NA,NA
11768,1,47,21,0,0,1,1,8,8,2.5,2.5,8,8,2,2,"配偶者","配偶者"
11769,2,45,13,0,0,1,1,1,6.5,3.25,3.25,NA,4.75,NA,NA,"自分","自分"
11770,1,43,1,0,0,1,1,6.5,6.5,1.75,1.75,6.5,6.5,3.5,3.5,"配偶者","配偶者"
11771,1,39,12,0,1,0,0,1,4.5,NA,NA,NA,NA,NA,NA,NA,NA
11772,1,34,34,0,0,0,1,8,8,2.5,2.5,6.5,4.25,2,2,"家族","家族"
11773,2,53,14,0,0,1,1,8,8,3.75,3.75,8,7.5,6.5,5,"自分","自分"
11774,1,38,14,0,0,0,1,3,5.5,NA,NA,NA,NA,NA,NA,NA,NA
11775,2,22,12,0,1,0,0,1,5,NA,NA,NA,NA,NA,NA,"自分","自分"
11776,2,30,13,0,0,1,0,2.5,6,4,4,NA,6,NA,6,"配偶者","配偶者"
11777,1,36,13,0,1,0,0,6.5,6.5,1.75,1.75,8,5,6.5,4,"自分","自分"
11778,1,32,11,0,0,0,1,8,8,1.75,1.75,8,6.25,6,NA,NA,NA
11779,1,48,22,0,0,1,1,8,8,3,3,8,8,8,7.75,"配偶者","配偶者"
11780,2,56,28,0,0,1,0,8,8,1.5,1.5,8,8,8,7,"自分","自分"
11781,2,32,29,0,0,1,1,5.5,6.5,2,2,6,6.25,8,6.75,"自分","自分"
11782,2,51,15,0,0,1,0,8,5.5,1.75,1.75,8,8,8,5.5,"自分","自分"
11783,1,56,14,0,0,1,0,8,8,8,8,8,7.75,7,7,"配偶者","配偶者"
11784,2,36,23,0,0,1,0,7.5,7.5,2.5,2.5,7.5,7.5,7.5,7.5,"自分","自分"
11785,2,40,23,0,0,1,1,8,8,3.25,3.25,8,8,7.5,6.75,"家族","家族"
11786,1,24,26,1,1,0,0,8,8,8,8,8,7.25,7.5,7.5,"自分","自分"
11787,2,52,13,0,0,0,1,6.5,3.75,NA,NA,6.5,NA,1,NA,NA,NA
11788,1,33,33,0,0,1,1,6,6,2,2,6,6,3.5,2,"配偶者","配偶者"
11789,2,41,14,0,0,1,1,6.5,6.5,4,4,6.5,6.5,6.5,3.25,"自分","自分"
11790,1,49,17,0,0,1,1,8,8,2,2,8,8,8,7.75,"配偶者","配偶者"
11791,1,59,13,0,1,0,0,8,8,6.75,6.75,2.5,3.5,1,1,NA,NA
11792,2,42,11,0,0,1,0,6.5,6.5,4.5,4.5,6.5,4.75,5,4.75,"自分","自分"
11793,2,61,26,0,0,1,0,8,8,1.5,1.5,8,8,8,8,"自分","自分"
11794,1,28,1,0,0,0,1,1,4.5,NA,NA,NA,NA,NA,NA,NA,NA
11795,1,30,11,0,0,0,1,2,3.5,3.5,3.5,6.5,5.75,1,1,NA,NA
11796,1,39,41,0,0,0,1,8,8,2.5,2.5,8,4.5,1.5,NA,NA,NA
11797,2,62,23,0,0,1,1,8,8,8,8,8,8,8,8,"自分","自分"
11798,2,61,44,0,0,0,1,1,7.75,1,1,NA,7.75,NA,8,"自分","自分"
11799,2,45,2,0,0,0,1,6.5,6.5,2.25,2.25,6.5,5.5,6,4.75,"家族","家族"
11800,1,59,26,0,0,1,0,8,8,1,1,8,5.5,2,1.5,"配偶者","配偶者"
11801,1,21,12,1,0,0,1,8,8,2,2,8,8,8,8,"家族","家族"
11802,2,60,12,0,0,1,0,8,8,2.75,2.75,8,7,8,8,"自分","自分"
11803,1,64,34,0,0,1,0,8,8,3.25,3.25,8,8,1,1,NA,NA
11804,2,64,28,0,0,1,1,8,8,1.5,1.5,8,8,6.5,5.5,"自分","自分"
11805,2,38,42,0,0,1,1,8,8,2.5,2.5,8,5.5,8,6.25,"自分","自分"
11806,1,41,14,0,1,0,0,6,6.25,2.75,2.75,5.5,5,6,5.25,"自分","自分"
11807,2,40,1,0,0,1,0,1,6,NA,NA,NA,NA,NA,NA,"自分","自分"
11808,2,39,13,0,0,0,1,8,8,2.75,2.75,1.5,1.75,NA,NA,"家族","家族"
11809,1,37,40,0,0,1,1,6.5,5.25,2,2,2,2,3,4.5,"配偶者","配偶者"
11810,2,45,40,0,0,1,1,8,8,4,4,7.5,4.75,8,NA,"自分","自分"
11811,1,50,4,1,1,0,0,8,8,2.5,2.5,8,2.75,3,2,"自分","自分"
11812,2,45,14,0,0,1,1,8,8,2,2,8,8,2.5,5.75,"自分","自分"
11813,2,21,13,1,1,0,0,8,6,5.25,5.25,8,4.25,1,1,NA,NA
11814,1,46,34,0,0,1,1,8,6.25,1,1,1,1.25,NA,NA,NA,NA
11815,1,50,26,0,0,1,0,1,8,1.5,1.5,NA,8,NA,8,"配偶者","配偶者"
11816,2,64,28,0,0,1,0,8,8,2.5,2.5,8,8,8,8,"自分","自分"
11817,1,60,13,0,1,0,0,1,4.5,NA,NA,NA,NA,NA,NA,NA,NA
11818,1,48,34,0,1,0,0,1,8,1,1,NA,8,NA,8,"自分","自分"
11819,1,43,41,0,0,0,1,6,6,2.5,2.5,5.5,5.5,2,2,"家族","家族"
11820,2,51,47,0,0,0,1,8,8,8,8,2.5,3.25,2,2,"家族","家族"
11821,2,41,8,0,0,0,1,5.5,8,5,5,3,4,3.5,4,"自分","自分"
11822,1,50,12,0,0,1,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA
11823,2,53,13,0,0,0,1,8,6.5,2.25,2.25,8,3.75,4,NA,"自分","自分"
11824,1,44,28,0,0,1,1,6.5,6.5,2.75,2.75,6.5,5,6.5,2,"配偶者","配偶者"
11825,2,44,45,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
11826,2,63,40,0,1,0,0,6.5,5.5,NA,NA,8,NA,8,NA,"自分","自分"
