"id","SEX","AGE","PREFECTURE","JOB","一人暮らし","配偶者","家族","朝食の頻度","日食の頻度","外朝食の頻度","外日食の頻度","内朝食の頻度","内日食の頻度","作朝食の頻度","作日食の頻度","料理人","購入人"
27551,2,55,14,0,0,1,0,8,7.25,1,1,8,8,8,8,"自分","自分"
27552,2,29,12,0,0,1,0,3,8,4.75,4.75,NA,4.25,NA,4.75,"自分","自分"
27553,1,30,13,0,1,0,0,1,8,4,4,NA,2,NA,2,"自分","自分"
27554,2,22,47,1,0,0,1,5.5,6.25,2.75,2.75,6,5.75,2,2,"家族","家族"
27555,2,26,27,0,0,1,0,1,8,8,8,NA,8,NA,6,"自分","自分"
27556,2,47,22,0,0,1,1,6.5,7.5,2.75,2.75,7,6.25,3.5,7,"自分","自分"
27557,1,38,32,0,0,1,1,8,8,3,3,3,3,6,5.5,"自分","自分"
27558,2,22,13,1,0,0,1,8,8,4.25,4.25,7.5,7,7,6.5,"家族","家族"
27559,2,27,9,0,0,1,1,5.5,8,2.5,2.5,8,6.5,8,7.25,"自分","自分"
27560,2,35,34,0,0,1,1,6.5,6.5,2.5,2.5,6.5,4.5,6,5.5,"自分","自分"
27561,2,55,14,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
27562,2,28,32,0,0,1,1,8,8,3.25,3.25,8,6.75,8,5.75,"自分","自分"
27563,2,26,40,0,0,0,0,7,7,7,7,7,7.25,7,7.25,"自分","自分"
27564,2,26,23,0,0,1,0,6.5,6.5,2.75,2.75,6.5,5.5,8,5.5,"自分","自分"
27565,2,27,41,0,0,1,1,8,8,3.25,3.25,8,8,5.5,5,"自分","自分"
27566,2,21,8,1,0,0,1,8,8,2,2,8,8,7.5,7.25,"自分","自分"
27567,2,62,1,0,0,1,0,8,8,2,2,6.5,6.5,6.5,6.5,"自分","自分"
27568,1,26,24,0,1,0,0,2.5,5.5,4,4,NA,6.25,NA,5.75,"自分","自分"
27569,2,26,13,0,0,1,1,8,8,1.75,1.75,8,8,8,7.5,"自分","自分"
27570,2,41,39,0,0,1,0,3,6.5,1,1,NA,7.25,NA,6.5,"自分","自分"
27571,2,34,24,0,0,0,1,8,8,2.75,2.75,8,8,8,8,"自分","自分"
27572,2,40,24,0,0,1,1,5,6.25,1.25,1.25,5.5,6,5.5,6.25,"自分","自分"
27573,2,39,11,0,0,0,1,4.5,8,8,8,NA,8,NA,8,"家族","家族"
27574,2,35,26,0,0,1,1,8,8,3,3,8,8,8,8,"自分","自分"
27575,2,49,14,0,1,0,0,4,5.5,4,4,4.5,4.25,4.5,4.5,"自分","自分"
27576,2,24,26,0,0,1,1,8,8,6.5,6.5,6.5,6.5,6.5,6.5,"自分","自分"
27577,2,28,13,0,0,1,1,6.5,6.5,2,2,6.5,6.5,6.5,6.5,"自分","自分"
27578,2,36,13,0,0,1,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
27579,1,39,8,0,0,1,1,6,6.75,4.75,4.75,3.5,4,4,5.25,"配偶者","配偶者"
27580,2,46,33,0,0,1,1,8,8,3,3,8,8,8,8,"自分","自分"
27581,1,32,25,0,0,0,1,6.5,6.5,5,5,5,5,8,6.5,"家族","家族"
27582,2,55,28,0,1,0,0,8,8,3,3,8,8,2,2,"自分","自分"
27583,2,21,4,1,0,0,1,6,7.25,4.5,4.5,5.5,3.25,2,2.25,"家族","家族"
27584,2,48,23,0,1,0,0,8,8,2.5,2.5,8,4.75,8,NA,"自分","自分"
27585,1,24,23,0,0,1,0,8,8,2.75,2.75,8,8,8,8,"配偶者","配偶者"
27586,2,31,22,0,0,1,1,6.5,6.5,2.75,2.75,6.5,6.5,6.5,6.25,"家族","家族"
27587,2,25,13,0,0,0,0,8,8,4.25,4.25,8,3.75,2,3,"自分","自分"
27588,1,44,12,0,0,1,1,3.5,6,4,4,1,4,NA,4,"配偶者","配偶者"
27589,1,33,14,0,1,0,0,6.5,6.5,6,6,4,3.25,4,NA,"自分","自分"
27590,2,50,28,0,1,0,0,1,6.75,2.5,2.5,NA,3.5,NA,NA,"自分","自分"
27591,1,31,46,0,1,0,0,6,6,4.75,4.75,6,4,2,4,"自分","自分"
27592,1,46,13,0,1,0,0,8,7,2,2,8,4.75,8,NA,"自分","自分"
27593,1,35,33,0,0,1,1,2,8,2.75,2.75,NA,6.5,NA,2,"配偶者","配偶者"
27594,2,44,10,0,0,1,0,6.5,6.5,3,3,6.5,6,6.5,6,"自分","自分"
27595,2,32,33,0,1,0,0,2,6.5,1.75,1.75,NA,4.25,NA,NA,"自分","自分"
27596,2,64,14,0,0,1,1,8,5,NA,NA,8,NA,8,NA,"自分","自分"
27597,1,21,34,1,1,0,0,7,8,3,3,5,5.25,5.5,5.25,"自分","自分"
27598,1,21,13,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
27599,2,31,21,0,1,0,0,4.5,6.5,3,3,NA,6.5,NA,6.5,"自分","自分"
27600,2,24,40,0,0,1,0,1,5.75,2,2,NA,2.25,NA,NA,"自分","自分"
27601,2,49,13,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
27602,1,26,34,0,1,0,0,6,6.25,3,3,6.5,6,6,6.75,"自分","自分"
27603,1,26,40,0,1,0,0,1,4.25,NA,NA,NA,NA,NA,NA,NA,NA
27604,1,46,12,0,0,1,1,8,8,4,4,6.5,4.5,1.5,2.5,"配偶者","配偶者"
27605,1,31,23,0,0,1,1,1,6.25,2,2,NA,4.5,NA,NA,"配偶者","配偶者"
27606,2,50,14,0,0,0,1,5.5,6.5,2.25,2.25,5.5,4.25,4.5,NA,"家族","家族"
27607,2,53,23,0,0,0,1,1,7,5.5,5.5,NA,1.25,NA,NA,NA,NA
27608,1,44,11,0,0,1,1,8,8,2,2,7,8,2,2.75,"配偶者","配偶者"
27609,2,20,1,0,0,0,1,8,8,1,1,8,8,8,8,"家族","家族"
27610,2,37,10,0,1,0,0,1,6.5,6.5,6.5,NA,6,NA,1,NA,NA
27611,2,46,11,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
27612,2,46,13,0,0,1,1,8,8,3.5,3.5,8,3.5,8,NA,"自分","自分"
27613,2,38,20,0,1,0,0,4.5,6,2,2,4.5,4,3,NA,"自分","自分"
27614,2,28,45,0,1,0,0,6,6,2.5,2.5,4.5,6,NA,5.25,"自分","自分"
27615,2,30,23,0,0,1,1,4.5,3.25,NA,NA,NA,NA,NA,NA,NA,NA
27616,2,53,6,0,0,1,1,8,8,8,8,8,8,8,8,"自分","自分"
27617,1,21,27,1,0,0,1,1,6.5,3.25,3.25,NA,5.25,NA,5.25,"家族","家族"
27618,2,35,45,0,0,1,1,8,8,1.25,1.25,1,1,NA,NA,NA,NA
27619,2,31,1,0,0,1,1,8,8,3.5,3.5,8,6.5,8,6.5,"家族","家族"
27620,2,30,26,0,0,1,1,8,8,2.5,2.5,8,5.5,3,5,"自分","自分"
27621,1,35,13,0,1,0,0,1,1.75,NA,NA,NA,NA,NA,NA,"自分","自分"
27622,2,25,12,0,0,1,0,2.5,7,5.25,5.25,NA,4.5,NA,4.75,"配偶者","配偶者"
27623,2,36,19,0,0,1,0,6.5,7.25,2.5,2.5,6.5,5.5,3,NA,"自分","自分"
27624,2,42,21,0,1,0,0,5.5,6.25,2.5,2.5,5,4.5,3,4.25,"自分","自分"
27625,2,22,45,0,0,1,0,6,6.5,1,1,6.5,6.5,6.5,6.5,"自分","自分"
27626,1,37,16,0,0,1,1,6,7.25,7.5,7.5,6,7.5,1.5,2.25,"配偶者","配偶者"
27627,1,32,12,0,0,1,0,3.5,6.5,2.75,2.75,NA,4.75,NA,2.25,"配偶者","配偶者"
27628,1,33,11,0,0,0,1,8,8,2,2,8,8,8,8,"自分","自分"
27629,1,33,13,0,0,1,0,8,8,3.75,3.75,8,5.5,8,NA,"自分","自分"
27630,1,42,11,0,0,1,1,6.5,6.5,2.5,2.5,3.5,4.25,2,2,"配偶者","配偶者"
27631,1,33,14,0,0,1,0,8,8,4.5,4.5,6.5,6.5,4.5,1,NA,NA
27632,1,58,13,0,0,0,1,8,8,6.25,6.25,7.5,6.75,8,8,"家族","家族"
27633,2,32,26,0,0,1,0,6,8,1,1,6,8,6,6,"配偶者","配偶者"
27634,2,27,26,0,0,1,0,8,8,3,3,8,5.25,8,5.5,"自分","自分"
27635,1,41,26,0,0,1,1,8,8,5,5,8,7.25,2,2,"配偶者","配偶者"
27636,2,29,34,0,0,1,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
27637,2,27,2,0,0,0,1,3,8,1.25,1.25,NA,8,NA,2.5,"家族","家族"
27638,2,38,1,0,0,0,1,8,8,2,2,8,8,5,3,"家族","家族"
27639,2,20,15,1,1,0,0,7,8,2,2,7,5.75,6.5,NA,"自分","自分"
27640,1,57,25,0,0,1,1,5.5,6,3,3,5,4.5,3,3.25,"配偶者","配偶者"
27641,1,46,21,0,0,0,1,8,8,1,1,8,8,1,1,NA,NA
27642,2,36,25,0,0,1,0,6.5,7,7,7,6.5,7,2,5.5,"自分","自分"
27643,2,29,28,0,0,1,0,4.5,6.5,3.25,3.25,NA,4,NA,NA,"自分","自分"
27644,1,60,11,0,0,1,1,8,8,3,3,8,8,3,2.75,"配偶者","配偶者"
27645,1,31,12,0,1,0,0,1,3.75,NA,NA,NA,NA,NA,NA,"自分","自分"
27646,2,32,14,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
27647,2,26,8,0,0,1,1,6.5,6.5,2.25,2.25,6.5,6.5,6.5,6.5,"自分","自分"
27648,1,56,22,0,1,0,0,8,8,4,4,8,5,6.5,5,"自分","自分"
27649,1,25,14,0,1,0,0,6.5,4.75,NA,NA,2.5,NA,NA,NA,"自分","自分"
27650,2,29,26,0,0,1,1,5.5,7,7.75,7.75,7.5,8,8,7.75,"自分","自分"
27651,2,61,14,0,0,1,1,6.5,6.5,2.25,2.25,6,5.5,6.5,6.25,"自分","自分"
27652,2,36,35,0,0,0,1,6.5,6.5,3,3,6.5,4.75,6.5,NA,"家族","家族"
27653,2,59,11,0,0,1,0,8,8,3,3,8,8,8,8,"自分","自分"
27654,2,46,14,0,0,1,1,8,8,3,3,8,8,4,6,"自分","自分"
27655,2,40,27,0,0,1,1,8,8,2.25,2.25,8,8,8,6.25,"自分","自分"
27656,1,21,12,1,0,0,1,5.5,6.5,3.5,3.5,5,3.75,1,1,NA,NA
27657,1,29,4,0,0,1,0,8,8,2.75,2.75,8,8,1,1,NA,NA
27658,1,33,11,0,0,1,1,8,8,4,4,6.5,4.75,4,2,"配偶者","配偶者"
27659,2,56,36,0,0,1,1,8,8,2.75,2.75,6.5,4.75,6.5,NA,"自分","自分"
27660,2,24,26,0,1,0,0,5,8,2.75,2.75,5,8,5,7,"自分","自分"
27661,2,55,28,0,0,1,0,8,8,3,3,8,8,3.5,4.75,"自分","自分"
27662,1,45,30,0,0,0,1,8,8,1,1,8,5.75,1,1,NA,NA
27663,2,25,8,0,0,0,1,6.5,6.5,1.75,1.75,6.5,5.25,6,3.75,"家族","家族"
27664,2,31,4,0,0,0,1,5.5,6,1.75,1.75,5.5,4.25,5.5,NA,"自分","自分"
27665,1,34,47,0,0,1,0,8,8,4.5,4.5,8,6.5,8,6.75,"配偶者","配偶者"
27666,1,40,25,0,1,0,0,6,7,6,6,5.5,5,5.5,5.5,"自分","自分"
27667,2,28,20,0,0,0,1,4.5,7.75,1.75,1.75,NA,8,NA,8,"家族","家族"
27668,2,35,23,0,0,1,1,6.5,6.5,1.75,1.75,8,8,6.5,6.5,"自分","自分"
27669,1,37,17,0,0,1,1,8,8,2.75,2.75,8,5.25,8,4.5,"自分","自分"
27670,1,20,13,1,1,0,0,5.5,6.25,5,5,1,1,NA,NA,NA,NA
27671,2,27,36,0,0,1,0,5.5,6.5,2.75,2.75,5.5,6.5,5.5,6.5,"自分","自分"
27672,2,23,8,0,0,0,1,1,8,2.5,2.5,NA,8,NA,8,"家族","家族"
27673,2,43,13,0,0,1,0,1,6.5,2.5,2.5,NA,8,NA,5.5,"自分","自分"
27674,1,26,26,0,1,0,0,1,6.5,5.25,5.25,NA,2,NA,2,"家族","家族"
27675,2,51,16,0,0,0,1,8,8,1.25,1.25,8,5.5,6.5,NA,"自分","自分"
27676,1,33,47,0,0,0,1,1,6.5,2.75,2.75,NA,4.25,NA,NA,"家族","家族"
27677,1,43,33,0,0,1,1,4.5,6,2.75,2.75,2,4,2,3.25,"家族","家族"
27678,1,34,13,0,0,1,1,6.5,6.5,5.25,5.25,5.5,4,6.5,NA,"自分","自分"
27679,1,24,35,0,0,0,1,4.5,6.5,2.75,2.75,NA,3.5,NA,NA,NA,NA
27680,2,29,13,0,1,0,0,8,8,8,8,8,8,3,3,"自分","自分"
27681,2,40,14,0,0,0,1,7.5,6.25,NA,NA,1,NA,NA,NA,NA,NA
27682,2,23,15,0,0,1,1,6,7,4,4,5.5,4.5,6,4,"家族","家族"
27683,1,22,26,1,0,0,1,6,4.5,5.75,5.75,6,5,6,5.75,"自分","自分"
27684,2,59,13,0,0,1,0,4.5,6.5,2.75,2.75,NA,5.75,NA,5.5,"自分","自分"
27685,1,24,15,0,0,0,1,8,8,4.25,4.25,8,7.75,2,2.5,"家族","家族"
27686,1,30,4,0,0,1,1,8,8,4.75,4.75,4.5,6.5,NA,1.75,"配偶者","配偶者"
27687,2,47,12,0,0,1,1,8,8,2.75,2.75,8,6.25,6.5,6.25,"自分","自分"
27688,2,20,13,1,0,0,1,8,8,3.25,3.25,1,2.25,NA,NA,NA,NA
27689,2,35,21,0,0,1,1,8,5.5,NA,NA,8,NA,6,NA,"家族","家族"
27690,2,22,26,0,0,0,1,8,6.25,1,1,8,6.5,1,1,NA,NA
27691,2,26,4,0,0,0,1,1,6.5,2.25,2.25,NA,4,NA,2.75,"家族","家族"
27692,1,33,31,0,0,0,1,6.5,4.5,4.5,4.5,2,3.25,2,2,"家族","家族"
27693,2,23,26,1,1,0,0,6.5,8,4.5,4.5,6,8,7,6.25,"自分","自分"
27694,2,34,34,0,0,1,1,6.5,6.5,3,3,6.5,6.5,6.5,6,"自分","自分"
27695,1,36,18,0,1,0,0,5,6,2,2,4.5,5.25,NA,1,NA,NA
27696,2,27,23,0,0,1,0,5.5,6.5,4,4,5.5,4,5.5,NA,"自分","自分"
27697,2,30,14,0,0,1,1,8,8,2.5,2.5,8,5.5,3,5.5,"自分","自分"
27698,2,22,1,1,1,0,0,1,8,3.5,3.5,NA,6.5,NA,6.5,"自分","自分"
27699,1,33,14,0,0,0,1,8,8,2,2,2.5,4.75,1,3.75,"家族","家族"
27700,1,42,40,0,0,1,1,1,8,2.5,2.5,NA,4.5,NA,NA,NA,NA
27701,2,29,25,0,0,0,1,8,8,6,6,8,4.5,5,NA,"家族","家族"
27702,2,33,23,0,0,1,1,8,8,2.5,2.5,8,7.5,8,8,"自分","自分"
27703,2,21,3,0,0,0,1,6.5,6.5,1,1,6.5,6.5,1,4.5,"家族","家族"
27704,2,46,29,0,0,0,1,8,8,2.5,2.5,8,7,8,7,"家族","家族"
27705,2,54,35,0,0,1,0,8,8,8,8,8,8,8,8,"自分","自分"
27706,2,25,26,0,1,0,0,8,8,8,8,8,8,8,8,"自分","自分"
27707,1,49,14,0,0,1,1,8,7.5,3.25,3.25,8,6.25,8,6.75,"配偶者","配偶者"
27708,2,54,23,0,0,1,1,8,8,3,3,8,8,8,8,"自分","自分"
27709,2,32,11,0,0,0,1,6,6,2.5,2.5,6,5.5,1,1,NA,NA
27710,2,35,17,0,0,1,1,8,8,2.75,2.75,8,8,5,5.25,"自分","自分"
27711,1,20,15,1,1,0,0,6,8,1.75,1.75,4,4.5,8,6.75,"自分","自分"
27712,1,39,41,0,0,1,1,5.5,6,2.25,2.25,3,4.25,2,1.75,"配偶者","配偶者"
27713,2,41,9,0,0,0,1,6.5,6.5,2.75,2.75,6.5,4.5,3.5,3.75,"家族","家族"
27714,1,29,4,0,0,1,1,6.5,7.25,6.5,6.5,6.5,6.5,6.5,6.5,"自分","自分"
27715,2,36,14,0,0,1,1,8,8,2.25,2.25,8,5.25,8,NA,"自分","自分"
27716,2,48,23,0,0,1,1,8,7.25,2.75,2.75,8,7.25,8,7.75,"自分","自分"
27717,2,22,23,0,0,0,1,8,8,4,4,8,3,6.5,NA,"家族","家族"
27718,2,42,11,0,1,0,0,6.5,6.5,2.5,2.5,8,5.75,2,5,"自分","自分"
27719,2,33,38,0,0,0,1,5.5,6.25,3,3,5,6,2,2.5,"家族","家族"
27720,2,29,12,0,0,0,1,2.5,8,4,4,NA,5,NA,4,"家族","家族"
27721,2,58,23,0,0,1,1,6.5,6.5,1.5,1.5,6.5,5.75,6.5,6,"自分","自分"
27722,1,38,23,0,0,1,1,6.5,5.75,1,1,6.5,4.75,1,NA,NA,NA
27723,2,33,27,0,0,1,0,8,8,8,8,8,8,8,7,"自分","自分"
27724,1,57,1,0,0,1,0,8,8,4,4,4,4,6,5.75,"配偶者","配偶者"
27725,2,34,1,0,0,1,1,8,8,1.75,1.75,8,8,8,8,"自分","自分"
27726,2,41,13,0,0,1,0,6.5,6.5,3,3,8,5,8,5.25,"自分","自分"
27727,1,53,12,0,0,1,0,8,8,3.25,3.25,8,7,2,2,"配偶者","配偶者"
27728,2,22,12,1,0,0,1,6.5,6.5,2.75,2.75,6.5,6.5,6.5,5.5,"自分","自分"
27729,2,45,27,0,0,1,1,7.5,8,2.25,2.25,8,8,8,8,"自分","自分"
27730,1,42,32,0,1,0,0,6,6,5.75,5.75,6.5,7.25,6,6.5,"自分","自分"
27731,2,33,13,0,0,1,0,8,8,4.5,4.5,8,7.75,8,7.75,"自分","自分"
27732,2,29,9,0,1,0,0,7.5,6.75,7.5,7.5,7.5,7.25,6.5,7.25,"自分","自分"
27733,1,26,13,0,0,0,1,8,5.25,2.5,2.5,8,4.5,1,1,NA,NA
27734,2,41,7,0,0,0,1,8,7.25,2,2,8,7.25,1,2.5,"家族","家族"
27735,2,21,23,0,0,0,1,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,"自分","自分"
27736,1,27,13,0,1,0,0,1,7,2.25,2.25,NA,7,NA,7,"自分","自分"
27737,1,33,22,0,0,0,1,8,8,2.75,2.75,8,7.75,4,2.25,"家族","家族"
27738,1,28,37,0,0,1,1,6.5,6.5,3,3,6.5,5,2,2,"配偶者","配偶者"
27739,1,26,27,0,0,0,1,4,3.5,5,5,5,5.25,4,4.5,"自分","自分"
27740,2,46,13,0,0,0,1,8,8,4.25,4.25,6.5,5.5,2,5,"自分","自分"
27741,1,32,13,0,0,1,1,8,8,2.5,2.5,8,7.75,8,7.75,"自分","自分"
27742,2,26,34,0,0,1,0,4,8,2.25,2.25,NA,6.5,NA,6.75,"自分","自分"
27743,2,34,27,0,0,0,1,6,6.5,2.75,2.75,6,5.25,6.5,5.25,"自分","自分"
27744,2,22,43,1,1,0,0,1,6,3,3,NA,5.5,NA,2,"自分","自分"
27745,1,44,27,0,0,0,1,1,8,2,2,NA,8,NA,2,"家族","家族"
27746,1,31,27,0,0,1,1,8,8,2.75,2.75,8,6.5,3,3,"配偶者","配偶者"
27747,2,26,27,0,0,0,1,8,8,4.5,4.5,8,8,4,4,"家族","家族"
27748,1,36,2,0,0,1,1,1,6.25,2.75,2.75,NA,4,NA,1.75,"配偶者","配偶者"
27749,1,22,1,0,0,0,1,8,8,1,1,8,8,2,2,"家族","家族"
27750,1,23,14,1,1,0,0,8,8,4.75,4.75,7.5,5.75,8,6,"自分","自分"
27751,2,20,40,0,1,0,0,5.5,6.5,3,3,5.5,5.25,1,2,"自分","自分"
27752,2,37,12,0,0,1,1,1.5,8,2.75,2.75,NA,5,NA,5,"自分","自分"
27753,2,61,13,0,0,1,0,8,8,1,1,8,8,8,8,"自分","自分"
27754,2,48,1,0,0,0,1,8,8,4,4,7,7.25,7,7,"自分","自分"
27755,1,34,14,0,0,1,1,8,8,3.25,3.25,8,6.75,2.5,2,"配偶者","配偶者"
27756,1,26,3,0,0,0,1,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,"自分","自分"
27757,1,54,38,0,0,1,1,6.5,6.5,3,3,6.5,5.25,6.5,3.25,"配偶者","配偶者"
27758,2,55,22,0,0,1,1,8,8,5,5,8,7.75,8,7.75,"自分","自分"
27759,1,30,14,0,1,0,0,1,6.5,6.5,6.5,NA,5.5,NA,NA,"自分","自分"
27760,2,31,27,0,0,1,1,6,5.75,2.75,2.75,6,5,6,5.5,"自分","自分"
27761,2,39,27,0,0,1,1,2.5,6.5,3,3,NA,4.75,NA,4.75,"自分","自分"
27762,1,40,13,0,0,1,1,8,5.25,2.75,2.75,1,1.25,NA,NA,"配偶者","配偶者"
27763,1,23,12,0,0,1,0,1,8,4.5,4.5,NA,4.75,NA,NA,"配偶者","配偶者"
27764,2,25,13,0,0,0,1,6.5,6.5,2.75,2.75,6.5,4,2,NA,"家族","家族"
27765,2,39,35,0,0,0,1,6,6,3,3,5.5,5.5,2.5,2.5,"家族","家族"
27766,1,22,8,1,0,0,1,1,8,4,4,NA,8,NA,8,"自分","自分"
27767,2,56,13,0,0,1,1,8,8,3.25,3.25,6,6,8,8,"自分","自分"
27768,2,30,13,0,0,1,1,1,4.5,NA,NA,NA,NA,NA,NA,"自分","自分"
27769,2,42,34,0,0,1,0,6.5,7.5,5.5,5.5,5.5,5.5,5.5,5.25,"配偶者","配偶者"
27770,2,62,13,0,0,1,0,4.5,6,4,4,NA,4,NA,6,"配偶者","配偶者"
27771,1,24,28,0,0,0,1,8,8,2,2,7.5,6.5,2,2,"家族","家族"
27772,1,33,30,0,0,0,1,4.5,8,2.5,2.5,NA,4.5,NA,1,NA,NA
27773,1,25,40,0,0,0,1,6,6.75,6.25,6.25,5.5,5.25,5.5,5.75,"自分","自分"
27774,2,28,42,0,0,1,1,8,8,1,1,8,8,8,8,"自分","自分"
27775,2,26,23,0,1,0,0,5,5.5,3,3,5.5,5.5,1,5,"自分","自分"
27776,1,42,13,0,0,0,1,6.5,6.5,2,2,5,5,8,5,"家族","家族"
27777,2,47,14,0,0,1,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
27778,2,49,20,0,0,1,0,6.5,6.5,3.5,3.5,6.5,6,6.5,6,"自分","自分"
27779,2,24,7,0,0,1,0,8,8,3.25,3.25,8,8,2,2,"自分","自分"
27780,1,33,46,0,0,1,0,3.5,8,8,8,5,8,5.5,8,"配偶者","配偶者"
27781,1,28,13,0,0,1,1,5,6.5,3.25,3.25,5,6.5,3,3,"配偶者","配偶者"
27782,2,46,21,0,1,0,0,8,8,3,3,8,5.25,8,6.5,"自分","自分"
27783,2,35,10,0,0,1,0,8,8,3,3,6.5,4.75,2,4.25,"自分","自分"
27784,2,42,1,0,0,1,1,8,8,2,2,8,8,8,6,"自分","自分"
27785,1,39,28,0,0,1,1,6.5,6.5,2.25,2.25,6.5,5,6.5,5,"配偶者","配偶者"
27786,2,39,4,0,0,1,1,8,8,8,8,8,8,8,8,"自分","自分"
27787,2,38,11,0,0,1,1,6.5,6.5,2.75,2.75,6.5,6.5,6.5,6.25,"自分","自分"
27788,2,28,46,0,0,1,1,5,7,2,2,8,6.5,8,6.5,"自分","自分"
27789,1,38,23,0,0,1,1,8,8,2.25,2.25,8,8,8,8,"配偶者","配偶者"
27790,2,32,44,0,0,1,1,8,8,3,3,8,8,8,8,"自分","自分"
27791,2,39,16,0,0,1,1,8,8,2.25,2.25,8,4,7.5,NA,"自分","自分"
27792,2,22,47,1,1,0,0,6,8,5.75,5.75,6,3.75,2,NA,"自分","自分"
27793,1,49,4,0,0,0,1,8,8,1.25,1.25,4.5,4.75,NA,NA,"家族","家族"
27794,2,20,28,1,0,0,1,6,7,7,7,5.5,5.5,7.5,6,"家族","家族"
27795,2,28,14,0,0,1,0,6.5,6,2,2,6.5,5.75,6.5,5.5,"自分","自分"
27796,2,57,40,0,0,1,1,6.5,6.5,2.75,2.75,6.5,5.5,8,5.5,"自分","自分"
27797,2,29,6,0,0,1,1,2.5,6.5,3.75,3.75,2,5,5.5,5.25,"自分","自分"
27798,2,22,7,0,0,0,1,8,8,2,2,6.5,6.25,6,6.25,"自分","自分"
27799,2,24,26,0,1,0,0,5.5,5.75,2,2,8,5.75,8,NA,"自分","自分"
27800,2,28,40,0,0,1,1,5.5,6.5,3.25,3.25,4,3.25,5,5.75,"自分","自分"
27801,1,29,5,0,0,1,1,8,8,1.5,1.5,8,8,8,8,"家族","家族"
27802,2,31,26,0,0,0,1,4,6.75,6,6,2,4.5,2,2,"家族","家族"
27803,1,26,12,0,0,1,1,8,8,1,1,8,8,8,5,"配偶者","配偶者"
27804,1,31,4,0,0,0,1,1,8,6,6,NA,6.25,NA,5.25,"自分","自分"
27805,2,36,27,0,0,0,1,6.5,6.5,2,2,6.5,4.75,2,NA,"家族","家族"
27806,2,26,17,0,0,0,1,8,7,3.5,3.5,8,5.5,5,2.75,"家族","家族"
27807,1,21,26,1,1,0,0,1,8,2.5,2.5,NA,6.25,NA,NA,"自分","自分"
27808,2,24,13,0,0,1,0,8,6.25,2,2,8,5,8,5,"自分","自分"
27809,1,43,41,0,0,1,1,5.5,6.5,3.75,3.75,5,4.5,3,2.25,"配偶者","配偶者"
27810,2,24,14,0,0,1,0,3.5,8,3.25,3.25,NA,6,NA,5,"自分","自分"
27811,1,21,14,0,1,0,0,8,8,6.75,6.75,6.5,6.5,5.5,5,"自分","自分"
27812,2,28,33,0,0,1,1,8,8,3.5,3.5,8,8,6,6.5,"自分","自分"
27813,1,23,14,0,1,0,0,6.5,6.25,3.75,3.75,8,2.5,1,NA,NA,NA
27814,2,28,22,0,0,0,1,8,8,2,2,8,8,2,6,"家族","家族"
27815,2,31,14,0,0,1,0,1,8,1,1,NA,6.25,NA,NA,"自分","自分"
27816,2,44,26,0,0,1,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
27817,1,62,13,0,0,1,0,8,8,8,8,8,8,8,6.25,"配偶者","配偶者"
27818,2,28,40,0,0,1,0,4.5,6,3.5,3.5,5,5,4,5,"配偶者","配偶者"
27819,2,30,1,0,1,0,0,5.5,6.5,3.5,3.5,5.5,5.5,5.5,5.5,"自分","自分"
27820,2,53,25,0,0,1,0,8,8,2.5,2.5,8,6,8,5.5,"配偶者","配偶者"
27821,2,25,23,0,0,1,1,5.5,6,2,2,4.5,5.25,2,2,"家族","家族"
27822,1,41,14,0,0,1,1,8,8,5,5,8,4.25,2,2,"配偶者","配偶者"
27823,2,29,39,1,0,0,1,8,8,2.25,2.25,8,7,8,8,"自分","自分"
27824,2,36,13,0,0,1,0,8,8,2.75,2.75,8,6.5,8,8,"自分","自分"
27825,2,24,9,0,1,0,0,8,8,1.75,1.75,8,8,2.5,2,"自分","自分"
27826,1,35,14,0,0,1,1,1,6.25,4,4,NA,3.25,NA,1,NA,NA
27827,2,37,34,0,1,0,0,8,8,2.75,2.75,8,8,8,8,"自分","自分"
27828,1,47,14,0,0,1,1,8,8,4.25,4.25,6.5,3.5,6.5,4.75,"配偶者","配偶者"
27829,2,21,27,0,0,0,1,4.5,7,1.5,1.5,NA,7,NA,3,"家族","家族"
27830,2,44,25,0,0,1,1,8,8,1.5,1.5,8,8,8,5.5,"自分","自分"
27831,2,20,1,0,1,0,0,1,4.25,NA,NA,NA,NA,NA,NA,"自分","自分"
27832,2,54,14,0,0,0,1,6.5,7.75,2,2,7,7.75,7,6.5,"自分","自分"
27833,2,25,29,0,0,0,1,3.5,6.25,3,3,NA,5.5,NA,3,"家族","家族"
27834,2,30,13,0,0,1,1,4.5,6.5,1.75,1.75,NA,6,NA,5.5,"自分","自分"
27835,2,24,17,0,0,0,1,6,6,3.75,3.75,5,3.5,2.5,NA,"自分","自分"
